Text,Aspect,Polarity
The casing of the power cord fried and shocked my husband when he pulled it out of the socket .,casing of the power cord,NEG
It does not keep internet signals no matter where you bring it .,internet signals,NEG
It 's a great product for a great price !,price,POS
But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates .,software,POS
But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates .,updates,POS
and the multiple page viewer ( allows you to press one button to see every separate page currently opened at the same time in one screen ) are great for those who are working non stop or just shopping online .,multiple page viewer,POS
Keyboard good sized and easy to use .,Keyboard,POS
Keyboard good sized and easy to use .,use,POS
wonderful features .,features,POS
Im glad that it has such great features in it .,features,POS
"WHEN TYPING , LETTERS AND SPACES ARE FREQUENTLY OMITTED REQUIRING THE USER TO REDO MANY WORDS AND SENTENCES .",TYPING,NEG
"Only a few days after I received the computer back , the screen froze again .",screen,NEG
It is not ideal for children because of the temp .,temp,NEG
Although i do believe that Windows operating system may be to fault for some of the problems .,Windows operating system,NEG
"Great OS , fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port .",OS,POS
"Great OS , fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port .",processor speed,POS
"Great OS , fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port .",thunderbolt port,POS
Images are crisp and clean .,Images,POS
although its windows vista compared to windows xp sucks .,windows vista,NEG
"The computer runs very fast with no problems and the iLife software that comes with it ( iPhoto , iMovie , iWeb , iTunes , GarageBand ) is all very helpful as well .",iLife software,POS
"The computer runs very fast with no problems and the iLife software that comes with it ( iPhoto , iMovie , iWeb , iTunes , GarageBand ) is all very helpful as well .",iPhoto,POS
"The computer runs very fast with no problems and the iLife software that comes with it ( iPhoto , iMovie , iWeb , iTunes , GarageBand ) is all very helpful as well .",iMovie,POS
"The computer runs very fast with no problems and the iLife software that comes with it ( iPhoto , iMovie , iWeb , iTunes , GarageBand ) is all very helpful as well .",iWeb,POS
"The computer runs very fast with no problems and the iLife software that comes with it ( iPhoto , iMovie , iWeb , iTunes , GarageBand ) is all very helpful as well .",iTunes,POS
"The computer runs very fast with no problems and the iLife software that comes with it ( iPhoto , iMovie , iWeb , iTunes , GarageBand ) is all very helpful as well .",GarageBand,POS
"The computer runs very fast with no problems and the iLife software that comes with it ( iPhoto , iMovie , iWeb , iTunes , GarageBand ) is all very helpful as well .",runs,POS
At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again .,system board,NEG
"Until I bought the Dell , I thought you just looked for what you wanted ( size , software , options , hardware ) and purchase the best deal you could find .",hardware,NEU
"It has plenty of memory , lots of hard drive , and great graphics .",memory,POS
"It has plenty of memory , lots of hard drive , and great graphics .",hard drive,POS
"It has plenty of memory , lots of hard drive , and great graphics .",graphics,POS
"However , my girlfriend realized that the netbook 's hinge is a bit loose ( when you open or close the LCD ) .",hinge,NEG
My problem was with DELL Customer Service .,DELL Customer Service,NEG
"Newegg 's RMA service was great as always , I contacted them late Friday night , and they issued me an RMA number and a PrePaid UPS shipping label the very next morning on Saturday .",RMA service,POS
Design : very durable .,Design,POS
It is easy to go from one keyboard to another .,keyboard,NEU
My ONLY issues are : 1 ) the screen/video resolution wo n't increase to a higher resolution then 1024 x 60,screen/video resolution,NEG
"Its pretty fast and does not have hiccups while I am using it for web browsing , uploading photos , watching movies ( 720p ) on occasion and creating presentations .",web browsing,POS
"Its pretty fast and does not have hiccups while I am using it for web browsing , uploading photos , watching movies ( 720p ) on occasion and creating presentations .",uploading photos,POS
"Its pretty fast and does not have hiccups while I am using it for web browsing , uploading photos , watching movies ( 720p ) on occasion and creating presentations .",watching movies,POS
"Its pretty fast and does not have hiccups while I am using it for web browsing , uploading photos , watching movies ( 720p ) on occasion and creating presentations .",creating presentations,POS
"Quality Display I love HP , , it 's the only computer/printer we will buy .",Quality Display,POS
"the features are great , the only thing it needs is better speakers .",features,POS
"the features are great , the only thing it needs is better speakers .",speakers,NEG
I bought this laptop and found its TAB is not functioning .,TAB,NEG
"-Called headquarters again , they report that TFT panel is broken , should be fixed by the end of the week ( week 3 ) .",TFT panel,NEG
"Navigation through the computer is far superior compared to Windows operating systems , as well .",Navigation,POS
"The screen is framed by half- to a full-inch margin that is obviously unnecessary , reduces the screen size and increases the bulk .",screen,NEG
"The screen is framed by half- to a full-inch margin that is obviously unnecessary , reduces the screen size and increases the bulk .",screen size,NEG
"The screen is framed by half- to a full-inch margin that is obviously unnecessary , reduces the screen size and increases the bulk .",bulk,NEG
I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges .,screen hinges,NEG
A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE .,BATTERY,NEG
and plenty of storage with 250 gb ( though I will upgrade this and the ram.. ),storage,POS
"Programs would crash all the time , and it turned out to be a very unstable , unreliable laptop for me .",Programs,NEG
"the key bindings take a little getting used to , but have loved the Macbook Pro .",key bindings,NEG
Keyboard is reasonable size .,Keyboard,POS
Keyboard is reasonable size .,size,POS
Fan noise : The fan made a constant hissing noise in the background .,Fan,NEG
Fan noise : The fan made a constant hissing noise in the background .,fan,NEG
"The screen is bright and clear , the operating system is solid and friendly to a novice .",screen,POS
"The screen is bright and clear , the operating system is solid and friendly to a novice .",operating system,POS
It has a .1 ghz faster processor and a stock 500gb hard drive .,processor,POS
"`` This is n't a big deal , I have n't noticed the issue with DVDs or other media , only through USB output .",USB output,NEG
With Windows laptops a wireless mouse is an absolute must .,wireless mouse,NEU
Very good quality and well made .,quality,POS
my niece and nephew have played a few web games and it runs anything that does n't require a dedicated video card .,video card,NEU
It had the full sized touch pad with 2 buttons instead of just one .,touch pad,NEU
"Typically , when I purchase a new laptop I always end up using an external mouse for convenience .",external mouse,NEU
It was super easy to set up and Is really easy to get used to .,set up,POS
"The only thing that can be updated is the video , other than that you 're all set .",video,NEG
Its a good laptop for its value .,value,POS
Then the hard drive failed ;,hard drive,NEG
of course my warranty runs out next month .,warranty,NEU
"I have found also , it is very easy to be able to access wireless internet access ;",wireless internet access,POS
This is a great value for the money .,value,POS
The battery has never worked well .,battery,NEG
I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company .,company,NEG
"Small enough to use on a long flight , Light enough to carry through airports and powerful enough to replace my desktop while on long business trips .",carry,POS
Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on .,keyboard,NEG
Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on .,edges,NEG
"It has many great programs , such as ILife , iPhotos and others .",programs,POS
"It has many great programs , such as ILife , iPhotos and others .",ILife,POS
"It has many great programs , such as ILife , iPhotos and others .",iPhotos,POS
I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door .,performance,POS
The screen resolution was exactly what I was looking for .,screen resolution,POS
"Even though it is running Snow Leopard , 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel .",CPU,NEG
"Even though it is running Snow Leopard , 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel .",spinning wheel,NEG
There is no number pad to the right of the keyboard which is a bummer .,pad,NEG
There is no number pad to the right of the keyboard which is a bummer .,keyboard,NEG
"If upgrade is possible to the full Windows 7 , then I will truly be a very happy geek .",Windows 7,POS
"I was originally concerned that I could n't view work I had done in college on my Mac because of the PC formatting , but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs .",programs,POS
"I was originally concerned that I could n't view work I had done in college on my Mac because of the PC formatting , but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs .",iLife,POS
"I was originally concerned that I could n't view work I had done in college on my Mac because of the PC formatting , but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs .",iWork,POS
Runs fast and the regular layout keyboard is so much better .,regular layout keyboard,POS
Runs fast and the regular layout keyboard is so much better .,Runs,POS
"All the programs are easy and straight forward on my MacBook Pro , it is clean and organized , which I always strive to be myself .",programs,POS
"Windows 7 Starter is terrific ( no you ca n't change the background ) but I do n't need to , I use it just for school work .",Windows 7 Starter,POS
Support has been lackluster and now I just want a refund .,Support,NEG
`` > iPhoto is probably the best program I have ever worked with : easy and convenient .,iPhoto,POS
I love to write and play with graphics and html programming and my new Toshiba works great on both !,works,POS
My laptop now has no battery .,battery,NEG
It made the computer much easier to use and navigate .,use,POS
It made the computer much easier to use and navigate .,navigate,POS
"Needs longer lasting battery , More than 1 to 2 Hrs .",battery,NEG
in May I started having problems with the USB ports not working .,USB ports,NEG
The Mac version of Microsoft Office is cheaper than buying the actual and works just as well .,Mac version of Microsoft Office,POS
The Toshiba Net book operates very well .,operates,POS
"the touch pad is fine - again , it 's a real touch pad .",touch pad,POS
The pictures are clear as can be .,pictures,POS
"It is also very lightweight , making transporting this computer very easy .",transporting,POS
It 's wonderful for computer gaming .,gaming,POS
"The flaws are , this computer is not for computer gamers because of the OS X .",OS X,NEG
They really do have the worlds very worst repair service .,repair service,NEG
I was also able to install and use my Photoshop and AfterEffects programs easily .,Photoshop,POS
I was also able to install and use my Photoshop and AfterEffects programs easily .,AfterEffects programs,POS
It 's perfect for everything and runs faster than an average pc !,runs,POS
Then after paying for it to be examined I was told it was same problem cited on website but I 'd have to pay anyways since it was past warrenty .,warrenty,NEG
I 'm already hooked on the sleek look and dependability that this laptop has shown .,look,POS
I 'm already hooked on the sleek look and dependability that this laptop has shown .,dependability,POS
And having to deal with the company has been a even worse nightmare .,company,NEG
It has all the features that are necessary for college and if not they are able to be added onto the computer .,features,POS
"I 've owned this labtop for less then two months , already the mouse button has broke .",mouse button,NEG
"It did fairly well , other than it 's poor performance , overheating and occational blue screen .",performance,NEG
lots of extra space but the keyboard is ridiculously small .,space,POS
lots of extra space but the keyboard is ridiculously small .,keyboard,NEG
It 's so bad that I 'm thinking I only got half a battery or something .,battery,NEG
"Good keyboard , long battery life , largest hard drive and windows 7 .",keyboard,POS
"Good keyboard , long battery life , largest hard drive and windows 7 .",battery life,POS
"Good keyboard , long battery life , largest hard drive and windows 7 .",hard drive,POS
The processor is very quick and effective as I load webpages and applications .,processor,POS
The processor is very quick and effective as I load webpages and applications .,load,POS
My battery went bad about a year and a half after having it and it cost around eighty to a hundred dollars !,battery,NEG
"It pretty much does everything we could ever need , and looks great to boot .",boot,POS
"As a lifelong Windows user , I was extremely pleased to make the change to Mac .",Windows,NEG
"The Macbook is also made better , my computer has never got a virus , and the laptop runs just as fast as the first day I bought it .",runs,POS
"I wiped nearly everything off of it , installed OpenOffice and Firefox , and I am operating an incredibly efficient and useful machine for a great price .",price,POS
"Overall I feel this netbook was poor quality , had poor performance , although it did have great battery life when it did work .",quality,NEG
"Overall I feel this netbook was poor quality , had poor performance , although it did have great battery life when it did work .",performance,NEG
"Overall I feel this netbook was poor quality , had poor performance , although it did have great battery life when it did work .",battery life,POS
"I picked it out because it was inexpensive ( $ 400 ) and I thought it would be a good , easy to use first laptop .",use,POS
MY ONLY PROBLEM IS I CAN NOT REG . THE PRODUCT KEY .,PRODUCT KEY,NEG
Sure it has the one touch keys but that was the best feature of the computer .,one touch keys,POS
great battery life .,battery life,POS
"At first , the computer seemed a great deal -- seemingly high-end specs for a low , low price .",specs,POS
"At first , the computer seemed a great deal -- seemingly high-end specs for a low , low price .",price,POS
Love the stability of the Mac software and operating system .,stability,POS
Love the stability of the Mac software and operating system .,Mac software,POS
Love the stability of the Mac software and operating system .,operating system,POS
It 's also very capable of doing moderate video editing ( although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing ) .,video editing,POS
It has a faster processor and more ram .,processor,POS
It has a faster processor and more ram .,ram,POS
"Would like more trendy , high tech features .",features,NEG
Keyboard is great but primary and secondary control buttons could be more durable .,Keyboard,POS
Keyboard is great but primary and secondary control buttons could be more durable .,control buttons,NEG
"I got it back again and was told the motherboard had been replaced , so I was now on the SECOND motherboard within 3 months .",motherboard,NEG
"Love the speed , especially !",speed,POS
"Not only are the versions of these programs able to be saved , worked on and opened on both a PC and Mac , the versions of these programs on a Mac are graphically and functionally superior .",programs,POS
"The speed gives you the power to work on these projects seamlessly , and multiple at a time if you sowish .",speed,POS
Awesome laptop and the perfect size to carry around in college .,size,POS
My real problem with it ? The statement of 7 hour battery life is not just mere exaggeration -- it 's a lie .,battery life,NEG
The battery life is also relatively good .,battery life,POS
"I have found it very easy to use , very informative , wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs .",features,POS
"I have found it very easy to use , very informative , wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs .",programs,POS
"I have found it very easy to use , very informative , wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs .",use,POS
"I do n't have stupid pop up windows ( even when I have pop ups blocked ) , I do n't have to wait 5 minutes for a webpage to download , and best of all I can run all the web programming software I need to use all at once without slowing me down .",pop up windows,POS
"I do n't have stupid pop up windows ( even when I have pop ups blocked ) , I do n't have to wait 5 minutes for a webpage to download , and best of all I can run all the web programming software I need to use all at once without slowing me down .",web programming software,POS
Memory is upgradable .,Memory,POS
"Web access through the 3G network is so slow , it 's very frustrating and VERY DISAPPOINTING .",3G network,NEG
"Web access through the 3G network is so slow , it 's very frustrating and VERY DISAPPOINTING .",Web access,NEG
The large screen also helps when you are working in design based programs like Adobe Creative Suite .,screen,POS
This is my first Dell I heard their customer service was lacking and that they were working on improving it !,customer service,NEG
As well as having the plug in the computer come loose .,plug,NEG
Second HDD cover has walls inside that need to be broken if you what to install one .,HDD cover,NEU
Great product by Apple with the new great looking design .,design,POS
I love the keyboard .,keyboard,POS
"I use iphoto all the time , which is a great program for anyone who is into photography - amateurs and experts alike .",iphoto,POS
"I use iphoto all the time , which is a great program for anyone who is into photography - amateurs and experts alike .",program,POS
"Now , as easy as it is to use , and I do think it is a great STARTER laptop .",use,POS
"Ever since I bought this laptop , so far I 've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines .",customer services,NEG
"Also , the space bar makes a noisy click every time you use it .",space bar,NEG
iPhotos is an excellent program for storing and organizing photos .,iPhotos,POS
iPhotos is an excellent program for storing and organizing photos .,program,POS
Other than that its a great performing machine and well meets all my needs and more .,performing,POS
"The programs are great , like iphoto ( love the editing capabilities ) , imail ( which can incorporate with the address book on the ipod and ipad ) , imovie , etc .",programs,POS
"The programs are great , like iphoto ( love the editing capabilities ) , imail ( which can incorporate with the address book on the ipod and ipad ) , imovie , etc .",iphoto,POS
"The programs are great , like iphoto ( love the editing capabilities ) , imail ( which can incorporate with the address book on the ipod and ipad ) , imovie , etc .",imail,POS
"The programs are great , like iphoto ( love the editing capabilities ) , imail ( which can incorporate with the address book on the ipod and ipad ) , imovie , etc .",imovie,POS
Comfortable to use light easy to transport .,use,POS
Comfortable to use light easy to transport .,transport,POS
The Computer itself is a good product but the repair depot stinks .,repair depot,NEG
I thought the price was great for the specs .,price,POS
I thought the price was great for the specs .,specs,POS
the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have .,cd drive,NEG
"So , the hard disk capacity really does n't matter to me .",hard disk capacity,NEU
I also like that you can scroll down in a window using two fingers on the trackpad .,trackpad,POS
Everything from the design to the OS is simple and to the point .,design,POS
Everything from the design to the OS is simple and to the point .,OS,POS
I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers .,gaming look,POS
This just keeps having it 's hard drive replaced !,hard drive,NEG
"When you look at the specs on Apple products in comparison to a Dell or a HP , yes they do seem to offer less for a higher cost .",cost,NEG
The only downfall is the volume control .,volume control,NEG
Very fast boot up and shut down .,boot up,POS
Very fast boot up and shut down .,shut down,POS
I finally decided on this laptop because it was the right price for what I need it .,price,POS
"If internet connectivity is important I would recommend going with a dell net book for 50 bucks more , or buy a USB wireless card .",internet connectivity,NEU
"If internet connectivity is important I would recommend going with a dell net book for 50 bucks more , or buy a USB wireless card .",USB wireless card,NEU
I had read online that some users were having sound problems .,sound,NEG
It discharges too quickly .,discharges,NEG
"But to be honest , the compatibility issues and the other little quirks make me think I ll buy a PC next time .",compatibility,NEG
Then it ceased charging at all .,charging,NEG
"I do not experience a lot of heat coming out of it , however I would highly suggest purchasing a stand however , due to the nature of the design of the macbook as it is one very large heat sink .",stand,NEU
"I do not experience a lot of heat coming out of it , however I would highly suggest purchasing a stand however , due to the nature of the design of the macbook as it is one very large heat sink .",heat sink,NEG
"Webcam is a bit laggy , not the greatest .",is,NEG
I 've have n't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off .,plastic piece,NEG
I 've have n't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off .,usb port wires,NEU
Wonderful sleek case design is only on the outside .,case design,POS
It is speedy when connected wirelessly to any network regardless if the connection is weak or not .,connection,NEU
The pricing is very competitive .,pricing,POS
This computer is exceptionally thin for it 's screen size and processing power .,screen size,POS
This computer is exceptionally thin for it 's screen size and processing power .,processing power,POS
"Maybe this is virus related , maybe not , but the computer has locked up many times , and on two occasions , the screen has simply gone black .",screen,NEG
"The screen is bright and vivid and the keyboard is very easy to use , very important for use quick typers .",screen,POS
"The screen is bright and vivid and the keyboard is very easy to use , very important for use quick typers .",keyboard,POS
"I had my IWORKS , Itunes , Email , MS Office , network and printers set up and completely working perfectly within an hour .",IWORKS,POS
"I had my IWORKS , Itunes , Email , MS Office , network and printers set up and completely working perfectly within an hour .",Itunes,POS
"I had my IWORKS , Itunes , Email , MS Office , network and printers set up and completely working perfectly within an hour .",MS Office,POS
The macbooks are small enough to be very portable yet hold tons of information and performance .,performance,POS
The only downfall is a lot of the software I have wo n't work with Mac and iWork is not worth the price of it .,iWork,NEG
The only downfall is a lot of the software I have wo n't work with Mac and iWork is not worth the price of it .,software,NEG
The only downfall is a lot of the software I have wo n't work with Mac and iWork is not worth the price of it .,price,NEG
The mousepad is a huge pain in the arse !,mousepad,NEG
since then i have had minor problems with slow operation .,operation,NEG
Registration/1st use is easy .,use,POS
Take your time and go through the tutorials patiently .,tutorials,NEU
Keyboard could use some trimming .,Keyboard,NEG
"Returned laptop for repair a 2nd time and it came back with obvious physical damage ( keyboard bulging and speaker grill pressed in ) , buttons not working and USB ports inoperative .",keyboard,NEG
"Returned laptop for repair a 2nd time and it came back with obvious physical damage ( keyboard bulging and speaker grill pressed in ) , buttons not working and USB ports inoperative .",speaker grill,NEG
"Returned laptop for repair a 2nd time and it came back with obvious physical damage ( keyboard bulging and speaker grill pressed in ) , buttons not working and USB ports inoperative .",buttons,NEG
"Returned laptop for repair a 2nd time and it came back with obvious physical damage ( keyboard bulging and speaker grill pressed in ) , buttons not working and USB ports inoperative .",USB ports,NEG
The letter A stopped working after the first week .,letter A,NEG
"With what I do know how to do , the computer works beautiful .",works,POS
"Most everything is fine with this machine : speed , capacity , build .",speed,POS
"Most everything is fine with this machine : speed , capacity , build .",capacity,POS
"Most everything is fine with this machine : speed , capacity , build .",build,POS
"I use this for my tutoring business , and since I 'm always bouncing from student to student , it is ideal for portability and battery life ( yes , it gets the 8 hours as advertised ! ) .",portability,POS
"I use this for my tutoring business , and since I 'm always bouncing from student to student , it is ideal for portability and battery life ( yes , it gets the 8 hours as advertised ! ) .",battery life,POS
It is in the best condition and has a really high quality .,quality,POS
When it come time for warranty service to Toshiba you do n't matter .,warranty service to Toshiba,NEU
However the frozen screens kept happening .,screens,NEG
"It is short on space , and downloads always had problems being completed , or were said to be 'corrupted ' .",space,NEG
"It is short on space , and downloads always had problems being completed , or were said to be 'corrupted ' .",downloads,NEG
3 ) Horrible customer support,customer support,NEG
"Apple is always great about the aesthetics of things , they always come up with good looking products .",aesthetics,POS
Runs smooth and quick .,Runs,POS
The downside to this netbook is pretty much the same for any netbook : screen size is not something I 'd stare at for the entire 10-11 hours of battery life five days a week .,screen size,NEU
The graphics are great .,graphics,POS
in 5 months the connect quality got worse and worse .,connect quality,NEG
"The big screen allows you to enjoy watching movies , pictures and etc !",screen,POS
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic , not to mention the laptop was designed for right handed person .",headphone,NEG
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic , not to mention the laptop was designed for right handed person .",mic jack,NEG
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic , not to mention the laptop was designed for right handed person .",touch-pad,NEG
For the [ $ ] price ( special offer ) this is a great laptop .,price,POS
What I 'd like is for the laptop to run well without having to purchase additional memory .,run,NEU
"It is fast booting up , shutting down , and connection with the internet .",connection with the internet,POS
"It is fast booting up , shutting down , and connection with the internet .",booting up,POS
"It is fast booting up , shutting down , and connection with the internet .",shutting down,POS
This is not a serious gaming laptop or a serious media machine ;,gaming,NEG
They replaced my hard drive as well as my mother board .,hard drive,NEU
They replaced my hard drive as well as my mother board .,mother board,NEU
There is nothing to complain about the system .,system,POS
and it comes with the new OSX that comes with new features that makes the use more easy .,OSX,POS
and it comes with the new OSX that comes with new features that makes the use more easy .,features,POS
and it comes with the new OSX that comes with new features that makes the use more easy .,use,POS
"Now the screen is going darker , darker , darker .",screen,NEG
I take it everywhere with me because it 's so easy to carry .,carry,POS
Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good .,word processer,POS
The keyboard has a wonderful nature feel .,keyboard,POS
The battery does n't last long but I 'm sure an upgrade battery would solve that problem .,battery,POS
"I was looking too closely at the other performance specs and while comparing , I took it for granted that these features were standard .",features,NEU
"I bought this last week , and the very next day had to return it because it over heated and the touch-mouse stopped responding .",touch-mouse,NEG
"The cover for the DVD drive soon came off , too -- a mark of poor construction quality .",cover for the DVD drive,NEG
"The cover for the DVD drive soon came off , too -- a mark of poor construction quality .",construction quality,NEG
But the arm velcro is torn after one use .,arm velcro,NEG
The software is amazing .,software,POS
"We carry the netbook around here and there , hence it 's kinda of irritating when the LCD just `` slide '' downwards .",LCD,NEG
"The 2 GB of RAM is plenty , able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown .",2 GB of RAM,POS
"The 2 GB of RAM is plenty , able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown .",Windows 7,POS
"The 2 GB of RAM is plenty , able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown .",programs,POS
"The battery life is amazing , the versitility is outstanding .",battery life,POS
"The battery life is amazing , the versitility is outstanding .",versitility,POS
Vista is a nightmare .,Vista,NEG
The program came with the computer and works beautifully .,program,POS
"I was loving this Netbook because it had an amazing screen and display and was small and light , but after 1 week it stopped openning web pages for me ( even after installing new browsers ) then eventually it just started giving me a blue screen and crashing everytime I booted it .",screen,POS
"I was loving this Netbook because it had an amazing screen and display and was small and light , but after 1 week it stopped openning web pages for me ( even after installing new browsers ) then eventually it just started giving me a blue screen and crashing everytime I booted it .",display,POS
"I was loving this Netbook because it had an amazing screen and display and was small and light , but after 1 week it stopped openning web pages for me ( even after installing new browsers ) then eventually it just started giving me a blue screen and crashing everytime I booted it .",browsers,NEU
The So called laptop Runs to Slow and I hate it !,Runs,NEG
Charger seems large for this class of computer .,Charger,NEG
I dislike the quality and the placement of the speakers .,speakers,NEG
"The screen graphics and clarity , and sharpness are great .",screen graphics,POS
"The screen graphics and clarity , and sharpness are great .",clarity,POS
"The screen graphics and clarity , and sharpness are great .",sharpness,POS
"So I called customer support ( which is good too ) and they went through it and it is just a safety feature and it does not affect performance at all , I just chose to hide the message .",customer support,POS
"So I called customer support ( which is good too ) and they went through it and it is just a safety feature and it does not affect performance at all , I just chose to hide the message .",performance,NEU
The unibody design is edgy and durable .,unibody design,POS
STOPPED BOOTING UP less than a week after my one-year warranty was up .,BOOTING UP,NEG
STOPPED BOOTING UP less than a week after my one-year warranty was up .,one-year warranty,NEU
"But , for the cost this is a winner .",cost,POS
"Also , the battery does not last very long at all .",battery,NEG
"I bought it from HSN because it was `` bundled '' with extra software , but as it turns out , that software just crashes it more often ... ..",software,NEG
I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed .,services,NEG
Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers .,performance,POS
I was sorely disapointed to discover that HP ( what I thought was a reputable company ) would n't honor the warrenty when the fan blade fell apart .,warrenty,NEG
I was sorely disapointed to discover that HP ( what I thought was a reputable company ) would n't honor the warrenty when the fan blade fell apart .,fan blade,NEG
"While most people say that PCs hold functionality and value and Macs are just pretty to look at , I think there 's something to be said about the simplicity of Macs .",look,POS
My macbook is so much better looking and so thin !,looking,POS
The battery gets so HOT it is scary .,battery,NEG
It 's so nice to look at and the keys are easy to type with .,keys,POS
It 's so nice to look at and the keys are easy to type with .,look,POS
"It is absolutely horrible to use , despite all its so called advanced features .",features,NEG
"It is absolutely horrible to use , despite all its so called advanced features .",use,NEG
I have to keep turning it until it decides to lower and there is no mute .,mute,NEG
It 's still beautiful and has better color reproduction than I could ever expect from a notebook .,color reproduction,POS
He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started .,use,POS
"Also , macbooks come with much more features which are so cool !",features,POS
Getting the Apple Care plan is a must .,Apple Care plan,POS
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive .,cd drive,NEU
"The dv4 boasted a faster processor , more memory , and a bigger hard drive than my old computer , plus a better quality web cam , nicer screen , and many other features .",processor,POS
"The dv4 boasted a faster processor , more memory , and a bigger hard drive than my old computer , plus a better quality web cam , nicer screen , and many other features .",memory,POS
"The dv4 boasted a faster processor , more memory , and a bigger hard drive than my old computer , plus a better quality web cam , nicer screen , and many other features .",hard drive,POS
"The dv4 boasted a faster processor , more memory , and a bigger hard drive than my old computer , plus a better quality web cam , nicer screen , and many other features .",web cam,POS
"The dv4 boasted a faster processor , more memory , and a bigger hard drive than my old computer , plus a better quality web cam , nicer screen , and many other features .",screen,POS
"The dv4 boasted a faster processor , more memory , and a bigger hard drive than my old computer , plus a better quality web cam , nicer screen , and many other features .",features,POS
The only downfall is the battery only last 1.5-2.0 hrs when not plugged in .,battery,NEG
The graphics on this computer are also stellar - very clear and vivid .,graphics,POS
"Aside from the trial software and the short battery life , lack of a webcam , its great .",battery life,NEG
"Aside from the trial software and the short battery life , lack of a webcam , its great .",webcam,NEG
"The newer black keyboard took a little bit away from the previous gray one which looked really slick , but it is still a great notebook !",black keyboard,NEG
Sony parts reliability and quality of service is recenlty the worst .,service,NEG
"As with any laptop not purchased with software options , it comes with a lot of what I consider useless applications .",applications,NEG
"Its Office compatible , but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs .",features,NEU
"Its Office compatible , but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs .",functioning,NEU
"Its Office compatible , but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs .",Office,POS
It just works flawlessly !,works,POS
I 'm having the laptop returned unrepaired since paying $ 176 every 3 months just is n't worth it ( that 's about how long the port seems to last ) .,port,NEG
also the battery is completely shot .,battery,NEG
/ awesome cooling system / much better grafics card ( ATI 5870 ) / 8GB RAM / LED backlit screen ...,cooling system,POS
/ awesome cooling system / much better grafics card ( ATI 5870 ) / 8GB RAM / LED backlit screen ...,grafics card,POS
/ awesome cooling system / much better grafics card ( ATI 5870 ) / 8GB RAM / LED backlit screen ...,LED backlit screen,POS
/ awesome cooling system / much better grafics card ( ATI 5870 ) / 8GB RAM / LED backlit screen ...,8GB RAM,POS
