Text,Aspect,Polarity
Fish is so very fresh .,Fish,POS
Love YUKA .,YUKA,POS
Mermaid Inn is an overall good restaurant with really good seafood .,seafood,POS
Mermaid Inn is an overall good restaurant with really good seafood .,Mermaid Inn,POS
The menu is limited but almost all of the dishes are excellent .,menu,NEG
The menu is limited but almost all of the dishes are excellent .,dishes,POS
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great .,lobster sandwich,POS
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great .,spaghetti with Scallops and Shrimp,POS
The service is good and ambience is good for a date or group outing .,service,POS
The service is good and ambience is good for a date or group outing .,ambience,POS
The only fallback on this restaurant is the prices .,restaurant,NEG
"Even though its good seafood , the prices are too high .",seafood,POS
Truly the mark of an attentive waiter .,waiter,POS
I highly recommend the restaurant based on our experience last night .,restaurant,POS
We ate at this Thai place following the reviews but very unhappy with the foods .,foods,NEG
"I recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .",jelly fish,POS
"I recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .",drunken chicken,POS
"I recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .",soupy dumplings,POS
"I recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .",stir fry blue crab,POS
The food is so cheap and the waiters are nice .,food,POS
The food is so cheap and the waiters are nice .,waiters,POS
Have frequented 'ino for several years and the food remains excellent .,food,POS
Cheese plate is a varied delight and great bargain at $ 10 .,Cheese plate,POS
"( The asparagus , truffle oil , parmesan bruschetta is a winner ! )","asparagus , truffle oil , parmesan bruschetta",POS
Wine list is extensive without being over-priced .,Wine list,POS
"Be sure to try the seasonal , and always delicious , specials .",specials,POS
I loved this place ! !,place,POS
"The food was very good , a great deal , and the place its self was great .",food,POS
"The food was very good , a great deal , and the place its self was great .",place,POS
"The wait staff is very freindly , they make it feel like you 're eating in a freindly little european town .",wait staff,POS
"I like Cafe Noir dont get me wrong , it is jsut that the people who work there are evil and incompetent ! !",people,NEG
"I like Cafe Noir dont get me wrong , it is jsut that the people who work there are evil and incompetent ! !",Cafe Noir,POS
"The service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .",service,NEG
"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff , because despite the current one this is a great place .",staff,NEG
"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff , because despite the current one this is a great place .",Cafe Noir,POS
Pizza here is consistently good .,Pizza,POS
Salads are a delicious way to begin the meal .,Salads,POS
You should pass on the calamari .,calamari,NEG
Decor is charming .,Decor,POS
What a great place .,place,POS
I would definitely recommend SEA if you like thai cuisine !,thai cuisine,POS
I was here a few weeks back and we had the worst customer service experience at a restaurant ever .,customer service,NEG
I absolutely Loved this place .,place,POS
"Excellent atmosphere , delicious dishes good and friendly service .",atmosphere,POS
"Excellent atmosphere , delicious dishes good and friendly service .",dishes,POS
"Excellent atmosphere , delicious dishes good and friendly service .",service,POS
The wine list is also really nice .,wine list,POS
"Everything was wonderful ; food , drinks , staff , mileau .",food,POS
"Everything was wonderful ; food , drinks , staff , mileau .",drinks,POS
"Everything was wonderful ; food , drinks , staff , mileau .",staff,POS
"Everything was wonderful ; food , drinks , staff , mileau .",mileau,POS
I have been to Casimir over 5 times and I have always had a great time there .,Casimir,POS
The food is great and reasonably priced .,food,POS
"The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .",staff,POS
"The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .",unisex bathroom,NEG
"From the spectacular caviar to the hospitable waitstaff , I felt like royalty and enjoyed every second of it .",caviar,POS
"From the spectacular caviar to the hospitable waitstaff , I felt like royalty and enjoyed every second of it .",waitstaff,POS
"Considering we were the last patrons there and it was after the closing time , the waitstaff did not rush us at all and made us feel comfortable and relaxed .",waitstaff,POS
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service .,caviar,POS
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service .,service,POS
Friendly staff that actually lets you enjoy your meal and the company you 're with .,staff,POS
"I found the food to be outstanding , particulary the salmon dish I had .",food,POS
"I found the food to be outstanding , particulary the salmon dish I had .",salmon dish,POS
"I also ordered the Change Mojito , which was out of this world .",Change Mojito,POS
"We ate out in the back patio , which is worth it as it 's cool and the music is hear well there .",back patio,POS
"We ate out in the back patio , which is worth it as it 's cool and the music is hear well there .",music,POS
"Overall , excellent restaurant !",restaurant,POS
The food was good .,food,POS
The place was nice and calm .,place,POS
but the service was a bit slow .,service,NEG
The buffet had a nice selection .,buffet,POS
The food was average or above including some surprising tasty dishes .,food,POS
The food was average or above including some surprising tasty dishes .,dishes,POS
Service was also very good .,Service,POS
I got an excellent piece of cheesecake and we had several other nice pastries .,cheesecake,POS
I got an excellent piece of cheesecake and we had several other nice pastries .,pastries,POS
My son and his girlfriend both wanted cheeseburgers and they were huge !,cheeseburgers,NEU
"Consequently , their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them .",burgers,NEG
"This place is really trendi but they have forgotten about the most important part of a restaurant , the food .",food,NEG
"This place is really trendi but they have forgotten about the most important part of a restaurant , the food .",place,POS
"The last two times I ordered from here my food was soo spicy that I could barely eat it , and the spice took away from the flavor of the dish .",food,NEG
And the Tom Kha soup was pathetic .,Tom Kha soup,NEG
If you want good authentic Thai this place is not the place to go .,Thai,NEG
"The pesto pizza was excellent , thin-crust pizza with a nice amount of spicy Italian cheese that I 'd never heard of before .",pesto pizza,POS
"The pesto pizza was excellent , thin-crust pizza with a nice amount of spicy Italian cheese that I 'd never heard of before .",spicy Italian cheese,POS
"THe back garden sitting area is very pleasant , where you can see their personal herb garden .",back garden sitting area,POS
We had the lobster sandwich and it was FANTASTIC .,lobster sandwich,POS
"My husband said he could 've eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .",portion,POS
"My husband said he could 've eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .",french fries,POS
We waited at the bar and had martinis that were just right .,martinis,POS
love the food .,food,POS
it 's the only place you can get yummy authentic japanese comfort food .,japanese comfort food,POS
"Great food , good size menu , great service and an unpretensious setting .",food,POS
"Great food , good size menu , great service and an unpretensious setting .",menu,POS
"Great food , good size menu , great service and an unpretensious setting .",service,POS
"Great food , good size menu , great service and an unpretensious setting .",setting,POS
"The freshest , best variety , and the fastest delivery .",delivery,POS
"We are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",sushi,POS
"We are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",ceviche mix ( special ),POS
"We are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",crab dumplings,POS
"We are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",assorted sashimi,POS
"We are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",rolls,POS
"We are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",two types of sake,POS
"We are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",banana tempura,POS
Definitely a great spot for a nice occasion or date .,spot,POS
"Average to good Thai food , but terrible delivery .",Thai food,POS
"Average to good Thai food , but terrible delivery .",delivery,NEG
This is a wonderful place on all stand points especially value ofr money .,place,POS
An excellent service,service,POS
We were greeted promptly by the waiter who was very nice and cordial .,waiter,POS
She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food .,dishes,POS
We ended our great experience by having Gulab Jamun ( dessert ) recommended by the waiter .,Gulab Jamun ( dessert ),POS
I thanked my friend who recommended me this restaurant and will certainly recommend it to others .,restaurant,POS
"Service here was great , food was fantastic .",Service,POS
"Service here was great , food was fantastic .",food,POS
"Guacamole+shrimp appetizer was really great , we both had the filet , very good , did n't much like the frites that came with , but the filet was so good , neither of us cared .",Guacamole+shrimp appetizer,POS
"Guacamole+shrimp appetizer was really great , we both had the filet , very good , did n't much like the frites that came with , but the filet was so good , neither of us cared .",filet,POS
You can not go wrong with this place .,place,POS
"The food is outstanding and the service is quick , friendly and very professional .",food,POS
"The food is outstanding and the service is quick , friendly and very professional .",service,POS
"Always a nice crowd , but never loud .",crowd,POS
I am reluctant to write because I would not want my jem of a pizza place to become overcrowded .,pizza place,POS
"The crust is thin , the ingredients are fresh and the staff is friendly .",crust,POS
"The crust is thin , the ingredients are fresh and the staff is friendly .",staff,POS
"The crust is thin , the ingredients are fresh and the staff is friendly .",ingredients,POS
"The fish was really , really fresh .",fish,POS
We all agreed that mare is one of the best seafood restaurants in New York .,mare,POS
I stumbled upon this great pizzeria as I explored my new neighborhood .,pizzeria,POS
All of the pizzas are terrific and the price is even better !,pizzas,POS
I highly recommend the Sophia pizza .,Sophia pizza,POS
"For the people who want great food plus great service , Roxy is a place to AVOID !",food,NEG
"For the people who want great food plus great service , Roxy is a place to AVOID !",service,NEG
"The first time the sushi was outstanding , the second time it was a little bland .",sushi,NEG
"The blond wood decor is very soothing , the premium sake is excellent and the service is great .",blond wood decor,POS
"The blond wood decor is very soothing , the premium sake is excellent and the service is great .",premium sake,POS
"The blond wood decor is very soothing , the premium sake is excellent and the service is great .",service,POS
Warning : You may find it difficult to dine at other Japanese restaurants after a visit to Mizu !,Mizu,POS
"Thalia is a beautiful restaurant with beautiful people serving you , but the food does n't quite match up .",people,POS
"Thalia is a beautiful restaurant with beautiful people serving you , but the food does n't quite match up .",food,NEG
"Thalia is a beautiful restaurant with beautiful people serving you , but the food does n't quite match up .",Thalia,POS
I ordered the smoked salmon and roe appetizer and it was off flavor .,smoked salmon and roe appetizer,NEG
I expected quite a bit more from such an expensive menu .,menu,NEG
"The view is spectacular , and the food is great .",view,POS
"The view is spectacular , and the food is great .",food,POS
delicious simple food in nice outdoor atmosphere .,food,POS
delicious simple food in nice outdoor atmosphere .,outdoor atmosphere,POS
"Kind , attentive wait staff .",wait staff,POS
I really like both the scallops and the mahi mahi ( on saffron risotto yum ! ) .,scallops,POS
I really like both the scallops and the mahi mahi ( on saffron risotto yum ! ) .,mahi mahi ( on saffron risotto,POS
Delicious crab cakes too .,crab cakes,POS
"Even if the food was n't this good , the garden is a great place to sit outside and relax .",garden,POS
"Even if the food was n't this good , the garden is a great place to sit outside and relax .",food,POS
"Their calzones are horrific , bad , vomit-inducing , YUCK .",calzones,NEG
The counter service is bad .,counter service,NEG
"The sandwiches are dry , tasteless and way overpriced .",sandwiches,NEG
"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance , but in this unattractive room with unhelpful clerks there was a dearth of the former too .",place,NEG
"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance , but in this unattractive room with unhelpful clerks there was a dearth of the former too .",room,NEG
"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance , but in this unattractive room with unhelpful clerks there was a dearth of the former too .",clerks,NEG
"Seriously , this place kicks ass .",place,POS
"The atmosphere is unheralded , the service impecible , and the food magnificant .",atmosphere,POS
"The atmosphere is unheralded , the service impecible , and the food magnificant .",service,POS
"The atmosphere is unheralded , the service impecible , and the food magnificant .",food,POS
"This is such a lovely , peaceful place to eat outside .",place,POS
"This is a great place to take out-of-towners , and perfect for watching the sunset .",place,POS
Great sushi experience .,sushi,POS
Unique apppetizers .,apppetizers,POS
Try sushimi cucumber roll .,sushimi cucumber roll,POS
The service is awful .,service,NEG
This place is not worth the prices .,place,NEG
Love Pizza 33 ...,Pizza 33,POS
I will be out with friends and all of a sudden I am hungry and I only crave one thing ... their Pizza .,Pizza,POS
This tiny Williamsburg spot is always pleasantly surprising .,Williamsburg spot,POS
The pizza is delicious and the proprietor is one of the nicest in NYC .,pizza,POS
The pizza is delicious and the proprietor is one of the nicest in NYC .,proprietor,POS
"Bagels are ok , but be sure not to make any special requests !",Bagels,NEU
the turkey burgers are scary !,turkey burgers,NEG
The sushi was awful !,sushi,NEG
The rice was poor quality and was cooked so badly it was hard .,rice,NEG
"Furthermore , the rice had no seasoning , so the sushi was bland and disgusting .",sushi,NEG
"Good , fast service .",service,POS
Food is great and inexpensive .,Food,POS
The location is perfect .,location,POS
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you 'll love it here .,bottle,NEG
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you 'll love it here .,music,NEG
Great atmoshere and worth every bit .,atmoshere,POS
Winnie and her staff are the best crew you can find serving you .,staff,POS
Winnie and her staff are the best crew you can find serving you .,Winnie,POS
The food is reliable and the price is moderate .,food,POS
"For authentic Thai food , look no further than Toons .",Thai food,POS
"Try the Pad Thai , or sample anything on the appetizer menu ... they 're all delicious .",Pad Thai,POS
"Try the Pad Thai , or sample anything on the appetizer menu ... they 're all delicious .",appetizer menu,POS
"The service was attentive , yet discreet .",service,POS
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .,brioche and lollies,POS
The place was quiet and delightful .,place,POS
Service was good and food is wonderful .,Service,POS
Service was good and food is wonderful .,food,POS
I did not try the caviar but I tried their salmon and crab salad ( they are all good ),salmon,POS
I did not try the caviar but I tried their salmon and crab salad ( they are all good ),crab salad,POS
It is definitely a good spot for snacks and chat .,spot,POS
"As a retired hipster , I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city .",Lucky Strike,POS
"The wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she's-way-cuter-than-me-that-b @ # $ * way ) .",wait staff,POS
"The food is yummy , especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries .",food,POS
"The food is yummy , especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries .",mussels in spicy tomato sauce,POS
"The food is yummy , especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries .",fries,POS
"But the best part about LS is the late night atmosphere , delightfully free of the BTs .",late night atmosphere,POS
"You can get a completely delish martini in a glass ( that 's about 2 1/2 drinks ) for $ 8.50 ( I recommend the Vanilla Shanty , mmmm ! ) in a great homey setting with great music .",martini,POS
"You can get a completely delish martini in a glass ( that 's about 2 1/2 drinks ) for $ 8.50 ( I recommend the Vanilla Shanty , mmmm ! ) in a great homey setting with great music .",Vanilla Shanty,POS
"You can get a completely delish martini in a glass ( that 's about 2 1/2 drinks ) for $ 8.50 ( I recommend the Vanilla Shanty , mmmm ! ) in a great homey setting with great music .",setting,POS
"You can get a completely delish martini in a glass ( that 's about 2 1/2 drinks ) for $ 8.50 ( I recommend the Vanilla Shanty , mmmm ! ) in a great homey setting with great music .",music,POS
"The in-house lady DJ on Saturday nights has outrageously good taste in music , and moreover , takes requests .",in-house lady DJ,POS
Suan is a great place that I often take my friends ( classmates ) too .,Suan,POS
"Its location is good and the fact that Hutner College is near and their prices are very reasonable , makes students go back to Suan again and again .",location,POS
"Its location is good and the fact that Hutner College is near and their prices are very reasonable , makes students go back to Suan again and again .",Suan,POS
I LOVE their Thai,Thai,POS
noodles with shrimp and chicken and coconut juice is the MUST !,noodles with shrimp and chicken and coconut juice,POS
In summer-eat outside on a terrace ( another great feature of Suan ) ! ! !,terrace,POS
I can not imagine a friendlier staff working in a restaurant .,staff,POS
I can not imagine better Indian food in all of the city .,Indian food,POS
"During the course of the past 3 months , the chef and staff changed and it was not for the better .",chef,NEG
"During the course of the past 3 months , the chef and staff changed and it was not for the better .",staff,NEG
The food now is inconsistent .,food,NEG
This is the kind of place you 'd like to take all your friends to and still keep a secret .,place,POS
The setting is casual and romantic .,setting,POS
"if you 're daring , try the balsamic vinegar over icecream , it 's wonderful !",balsamic vinegar over icecream,POS
"The rest of the dim sum , though pricey by Chinatown standards , is worth it .",dim sum,POS
"The wait here is long for dim sum , but if you do n't like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for Chinatown ) alternative .",wait,NEG
"The wait here is long for dim sum , but if you do n't like sharing tables or if the typical raucous dim sum atmosphere is not your gig , this is a sleek ( for Chinatown ) alternative .",atmosphere,NEG
"A few tips : skip the turnip cake , roast pork buns and egg custards .",turnip cake,NEG
"A few tips : skip the turnip cake , roast pork buns and egg custards .",roast pork buns,NEG
"A few tips : skip the turnip cake , roast pork buns and egg custards .",egg custards,NEG
The food was exceptional .,food,POS
"I choose to go with one of the special , the braised lamb shank in red wine , which was excellent .",braised lamb shank in red wine,POS
The service was friendly and the atmosphere was casual .,service,POS
The service was friendly and the atmosphere was casual .,atmosphere,NEU
"the pad se ew chicken was delicious , however the pad thai was far too oily .",pad se ew chicken,POS
"the pad se ew chicken was delicious , however the pad thai was far too oily .",pad thai,NEG
"Have eaten at Ginger House several times , and it 's always good .",Ginger House,POS
The fried dumplings are GREAT !,fried dumplings,POS
Finally a reliable Chinese restaurant !,Chinese restaurant,POS
"Terrible , terrible management - deserves to be shut-down .",management,NEG
Spreads and toppings are great - though a bit pricey .,Spreads,NEG
Spreads and toppings are great - though a bit pricey .,toppings,NEG
"The food is decent at best , and the ambience , well , it 's a matter of opinion , some may consider it to be a sweet thing , I thought it was just annoying .",food,NEG
"The food is decent at best , and the ambience , well , it 's a matter of opinion , some may consider it to be a sweet thing , I thought it was just annoying .",ambience,NEG
You must try the shrimp appetizers .,shrimp appetizers,POS
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time .,ambience,POS
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time .,staff,POS
"Great food , great prices , great service .",food,POS
"Great food , great prices , great service .",service,POS
"If you are looking for a good quality , cheap eats - this is the place .",eats,POS
it 's a perfect place to have a amazing indian food .,indian food,POS
"also it 's great to have dinner in a very romantic and comfortable place , the service it 's just perfect ... they 're so frendly that we never want to live the place !",place,POS
"also it 's great to have dinner in a very romantic and comfortable place , the service it 's just perfect ... they 're so frendly that we never want to live the place !",service,POS
"Their bagels are fine , but they are a little overcooked , and not really a 'special ' bagel experience .",bagels,NEG
Great bagels made the old-fashioned way .,bagels,POS
The food was absolutely amazing ! !,food,POS
The baked clams octopus we shared as appetizers were the best we 've ever had ! !,baked clams octopus,POS
"The lamb was tender so full of flavor , the dessert was divine ! !",lamb,POS
"The lamb was tender so full of flavor , the dessert was divine ! !",dessert,POS
The waiter was attentive .,waiter,POS
The place itself is beautiful the bar scene seems to be happening .,place,POS
"Downtown Dinner 2002 - Prixe fix : Appetizers were ok , waiter gave me poor suggestion ... try the potato stuff kanish best one .",Appetizers,NEU
"Downtown Dinner 2002 - Prixe fix : Appetizers were ok , waiter gave me poor suggestion ... try the potato stuff kanish best one .",waiter,NEG
"Downtown Dinner 2002 - Prixe fix : Appetizers were ok , waiter gave me poor suggestion ... try the potato stuff kanish best one .",potato stuff kanish,POS
"Small servings for main entree , i had salmon ( wasnt impressed ) girlfriend had chicken , it was good .",salmon,NEG
"Small servings for main entree , i had salmon ( wasnt impressed ) girlfriend had chicken , it was good .",chicken,POS
"Small servings for main entree , i had salmon ( wasnt impressed ) girlfriend had chicken , it was good .",servings for main entree,NEG
Dessert is a joke ... dont bother,Dessert,NEG
"The restaurant has a Family feel , not least with regard to the portions which are enormous ; the veal alone could have single-handedly solved third world famine .",restaurant,POS
"The restaurant has a Family feel , not least with regard to the portions which are enormous ; the veal alone could have single-handedly solved third world famine .",portions,POS
"The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",anti-pasta,POS
"The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",calamari,POS
"The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",pasta mains,POS
The wine list is extensive and can easily hike up an otherwise reasonably priced meal .,wine list,POS
The wine list is extensive and can easily hike up an otherwise reasonably priced meal .,meal,POS
"Still , any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house ...",measures of liquers,POS
Fantastic place .,place,POS
"Great food , great decor , great service .",food,POS
"Great food , great decor , great service .",decor,POS
"Great food , great decor , great service .",service,POS
"This is the perfect spot for meeting friends , having lunch , dinner , pre-theatre or after-theatre drinks !",spot,POS
Excellent spot for holiday get togethers with co-workers or friends that you have n't seen in a while .,spot,POS
I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED !,Heartland Brewery,POS
Not the typical NYC gimmick theme restaurant .,restaurant,POS
"A cool bar with great food , and tons of excellent beer .",bar,POS
"A cool bar with great food , and tons of excellent beer .",food,POS
"A cool bar with great food , and tons of excellent beer .",beer,POS
The shrimp scampi was excellent and the antipasti were plentiful .,shrimp scampi,POS
The shrimp scampi was excellent and the antipasti were plentiful .,antipasti,POS
The only thing more wonderful than the food ( which is exceptional ) is the service .,food,POS
The only thing more wonderful than the food ( which is exceptional ) is the service .,service,POS
Cozy romantic atomosphere with only around 15 tables at most .,atomosphere,POS
Service was very prompt but slightly rushed .,Service,POS
"Food was very good , but not what I would consider out of this world .",Food,NEU
Too bad the food was n't of the same heritage .,food,NEG
"The porcini mushroom pasta special was tasteless , so was the seafood tagliatelle .",porcini mushroom pasta special,NEG
"The porcini mushroom pasta special was tasteless , so was the seafood tagliatelle .",seafood tagliatelle,NEG
But that was n't the icing on the cake : a tiramisu that resembled nothing I have ever had .,tiramisu,NEG
I really liked this place .,place,POS
I also recommend the rice dishes or the different varieties of congee ( rice porridge ) .,rice dishes,POS
I also recommend the rice dishes or the different varieties of congee ( rice porridge ) .,congee ( rice porridge ),POS
It 's definately not a place to go if you want to impress someone .,place,NEG
"However , if you want great food at a great price and do n't mind the decor , you ca n't beat this place .",food,POS
"When you 're sitting in their main dining room ( which has a spectacular , hand-painted high ceiling ) you 'd never know there was a world outside .",main dining room,POS
"When you 're sitting in their main dining room ( which has a spectacular , hand-painted high ceiling ) you 'd never know there was a world outside .",ceiling,POS
"The food is wonderful , tasty and filling , and the service is professional and friendly .",food,POS
"The food is wonderful , tasty and filling , and the service is professional and friendly .",service,POS
"I ca n't wait for summer , when they serve outside on their gigantic patio .",patio,POS
I recently tried Suan and I thought that it was great .,Suan,POS
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .,service,POS
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .,food,POS
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals .,hot sauce,POS
Good food .,food,POS
Good drink .,drink,POS
"Great spot , whether looking for a couple of drinks or quiet dinner .",spot,POS
Warm and friendly in the winter and terrific outdoor seating in the warmer months .,outdoor seating,POS
The food is great and they have a good selection of wines at reasonable prices .,food,POS
The food is great and they have a good selection of wines at reasonable prices .,wines,POS
"While the ambiance and atmosphere were great , the food and service could have been a lot better .",ambiance,POS
"While the ambiance and atmosphere were great , the food and service could have been a lot better .",atmosphere,POS
"While the ambiance and atmosphere were great , the food and service could have been a lot better .",food,NEG
"While the ambiance and atmosphere were great , the food and service could have been a lot better .",service,NEG
"i 've been to sapphire twice and both times the food was fine , if not good .",food,POS
"stick with the chicken , beef , and lamb dishes .",chicken,POS
"stick with the chicken , beef , and lamb dishes .",beef,POS
"stick with the chicken , beef , and lamb dishes .",lamb dishes,POS
"service is friendly , and never had a problem walking in and getting a table .",service,POS
skip dessert .,dessert,NEG
Best Reuben sandwich ever !,Reuben sandwich,POS
Do n't miss Bloom 's on your next trip to Manhatten .,Bloom 's,POS
Thanks Bloom 's for a lovely trip .,Bloom 's,POS
"The food was not fresh , the sauces were bland and very oily .",food,NEG
"The food was not fresh , the sauces were bland and very oily .",sauces,NEG
Pizza was a little soggy .,Pizza,NEG
Ravioli was good ... but I have to say that I found everything a bit overpriced .,Ravioli,POS
Not enough wines by the glass either .,wines by the glass,NEG
"Food was just average ... if they lowered the prices just a bit , it would be a bigger draw .",Food,NEU
This place is a great bargain .,place,POS
Authentic Pakistani food .,Pakistani food,POS
"Just straight up cheap , good food .",food,POS
Faan is sooo good .,Faan,POS
The best pad thai i 've ever had .,pad thai,POS
The design and atmosphere is just as good .,design,POS
The design and atmosphere is just as good .,atmosphere,POS
"The mussles were the fishiest things I 've ever tasted , the seabass was bland , the goat cheese salad was missing the goat cheese , the penne w/ chicken had bones in it ... It was disgusting .",mussles,NEG
"The mussles were the fishiest things I 've ever tasted , the seabass was bland , the goat cheese salad was missing the goat cheese , the penne w/ chicken had bones in it ... It was disgusting .",seabass,NEG
"The mussles were the fishiest things I 've ever tasted , the seabass was bland , the goat cheese salad was missing the goat cheese , the penne w/ chicken had bones in it ... It was disgusting .",goat cheese salad,NEG
"The mussles were the fishiest things I 've ever tasted , the seabass was bland , the goat cheese salad was missing the goat cheese , the penne w/ chicken had bones in it ... It was disgusting .",penne w/ chicken,NEG
"Nice atmosphere , the service was very pleasant and the desert was good .",atmosphere,POS
"Nice atmosphere , the service was very pleasant and the desert was good .",service,POS
"Nice atmosphere , the service was very pleasant and the desert was good .",desert,POS
"The food is amazing , rich pastas and fresh doughy pizza .",food,POS
"The food is amazing , rich pastas and fresh doughy pizza .",pastas,POS
"The food is amazing , rich pastas and fresh doughy pizza .",pizza,POS
"Best of all is the warm vibe , the owner is super friendly and service is fast .",vibe,POS
"Best of all is the warm vibe , the owner is super friendly and service is fast .",owner,POS
"Best of all is the warm vibe , the owner is super friendly and service is fast .",service,POS
"Ask for Usha , the nicest bartender in manhattan .",Usha,POS
My fav was the sassy lassi ...,sassy lassi,POS
"Toons has recently been redone , so it 's now a very attractive space .",Toons,POS
The food 's as good as ever .,food,POS
"In an area sadly lacking in decent Thai food , this is one of the best spots .",Thai food,POS
"Went here last night - nice decor , good service , but the food was surprisingly excellent .",decor,POS
"Went here last night - nice decor , good service , but the food was surprisingly excellent .",service,POS
"Went here last night - nice decor , good service , but the food was surprisingly excellent .",food,POS
"The portions are HUGE , so it might be good to order three things to split ( rather than one appetizer and entree per person ) for two people .",portions,NEU
The service is good and the resturant is clean .,service,POS
The service is good and the resturant is clean .,resturant,POS
Rao 's has the best service and atmosphere in NYC .,service,POS
Rao 's has the best service and atmosphere in NYC .,atmosphere,POS
My roommate and I LOVE this place .,place,POS
"We recently decided to try this location , and to our delight , they have outdoor seating , perfect since I had my yorkie with me .",outdoor seating,POS
Indoor was very cozy and cute .,Indoor,POS
"The portion sizes here are huge , and the sushi is good .",portion sizes,POS
"The portion sizes here are huge , and the sushi is good .",sushi,POS
"Excellent dumplings served amid clean , chic decor .",dumplings,POS
"Excellent dumplings served amid clean , chic decor .",decor,POS
The food was delicious but do not come here on a empty stomach .,food,NEG
The portions are small but being that the food was so good makes up for that .,portions,NEG
The portions are small but being that the food was so good makes up for that .,food,POS
The staff there is very attentive and down to earth .,staff,POS
Great Indian food and the service is incredible .,Indian food,POS
Great Indian food and the service is incredible .,service,POS
Great food and the prices are very reasonable .,food,POS
The food here does a great service to the name ( Cantonese that is ... ) .,food,POS
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork .,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork,POS
This dish is my favorite and I always get it when I go there and never get tired of it .,dish,POS
"Try the congee and the donut like deep fried dough they call Ow Ley Soh , a delicious and sweet tasting bread .",Ow Ley Soh,POS
Simply some good tasting Chinese food at incredible prices ...,Chinese food,POS
Big Wong is a great place to eat and fill your stomach .,Big Wong,POS
"good music , great food , speedy service affordable prices .",music,POS
"good music , great food , speedy service affordable prices .",food,POS
"good music , great food , speedy service affordable prices .",service,POS
Consistently good Japanese Tapas .,Japanese Tapas,POS
Always good drinks and service is pretty good ;,drinks,POS
